NN size,Encoding rate,Encoding,Network,Decoding,Rotating,yolo,Server,Frame Rate,Confidence,Cumulative Confidence
128,75,5,5.1,3,0.1,10.8,15.9,34.4827586206897,[],0
128,75,5,7,2.3,0.1,11.2,15,35.7142857142857,[],0
128,75,5,8.5,2.5,0.1,8.9,13.5,34.4827586206897,[],0
128,75,3,7.8,1,0.1,7.7,9.2,45.4545454545455,"[0.909029, 0.837529, 0.811514, 0.515929]",3.074001
128,75,5,7.9,3.9,0.1,10.7,17.1,31.25,[0.958518],0.958518
128,75,8,5.9,2.1,0.1,10.8,14.1,31.25,[0.935857],0.935857
128,75,4,5.7,3.2,0.1,10.8,16.3,35.7142857142857,[0.649557],0.649557
128,75,4,9,3.8,0.1,10.7,17,32.258064516129,[],0
128,75,6,6.7,2.9,0.1,11.4,16.3,33.3333333333333,[0.975085],0.975085
128,75,5,6.8,3.4,0.1,10.8,16.2,33.3333333333333,[0.983757],0.983757
128,75,9,9.3,3.1,0.1,10.7,16.7,28.5714285714286,[0.920781],0.920781
128,75,2,3.7,1.6,0.2,9.1,11.3,58.8235294117647,"[0.62002, 0.984196]",1.604216
128,75,5,7.1,3.5,0.1,8.1,13.9,38.4615384615385,[0.988304],0.988304
128,75,5,6.9,0.9,0.1,7.5,9.1,45.4545454545455,[0.573585],0.573585
128,75,4,6,2.4,0.1,10.9,15,38.4615384615385,[0.927453],0.927453
128,75,6,4.9,2.2,0.1,10.7,14.1,37.037037037037,"[0.649004, 0.585411]",1.234415
128,75,3,4.7,2.2,0.1,10.8,14.3,43.4782608695652,[],0
128,75,4,5,2.6,0.1,10.9,15,38.4615384615385,[0.857792],0.857792
128,75,4,6.8,3.7,0.1,8,14.2,38.4615384615385,[],0
128,75,6,7.1,0.8,0,7.3,8.9,43.4782608695652,"[0.528514, 0.917127]",1.445641
128,75,4,8.3,3.8,0.1,11,16.7,31.25,[0.947531],0.947531
128,75,5,6.8,2,0.1,10.9,14.2,37.037037037037,[0.783653],0.783653
128,75,4,7,2.4,0.1,10.9,15,35.7142857142857,[0.529496],0.529496
128,75,5,8.6,2.5,0.1,10.9,15.4,30.3030303030303,"[0.773681, 0.698755, 0.622792, 0.622409, 0.617177, 0.57, 0.505599]",4.410413
128,75,5,5,2.5,0.1,10.8,15,38.4615384615385,[0.963803],0.963803
128,75,7,7.2,3.7,0.1,10.7,16.8,31.25,[],0
128,75,5,6.1,2.7,0.2,8.7,12.9,41.6666666666667,[],0
128,75,8,7.8,4,0.1,8,14.2,33.3333333333333,[],0
128,75,3,6.5,0.4,0,7.7,8.5,52.6315789473684,[0.970884],0.970884
128,75,5,6.6,1.7,0.1,11.7,14.4,35.7142857142857,"[0.918187, 0.908608, 0.754199, 0.604915]",3.185909
128,75,4,4.7,2.2,0.3,10.8,14.3,37.037037037037,"[0.96203, 0.8727, 0.625782, 0.552541]",3.013053
128,75,4,6.5,2.4,0.3,10.7,14.5,38.4615384615385,[],0
128,75,6,5.3,2.5,0.1,10.7,14.7,37.037037037037,[0.523774],0.523774
128,75,5,7,4,0.1,11.5,18,31.25,[0.581536],0.581536
128,75,5,10.2,2.2,0.1,10.8,14.8,33.3333333333333,[],0
128,75,7,7.2,3.1,0.1,10.8,15.8,31.25,[],0
128,75,4,5.3,0.7,0,7.4,8.7,52.6315789473684,[0.973539],0.973539
128,75,5,8.4,2.8,0.1,10.7,15.6,32.258064516129,[],0
128,75,6,7,2.7,0.2,9,14,35.7142857142857,"[0.992216, 0.875798]",1.868014
128,75,4,6.9,1.6,0.1,8.4,11.1,43.4782608695652,"[0.609148, 0.815839]",1.424987
128,75,3,4.2,1.1,0.1,11.1,12.8,47.6190476190476,[],0
128,75,6,7,3.1,0.1,10.9,16,32.258064516129,"[0.624157, 0.844516]",1.468673
128,75,3,9.1,1.5,0.1,10.9,13.9,35.7142857142857,[],0
128,75,6,4.5,2.5,0.1,10.7,14.5,38.4615384615385,[],0
128,75,5,6.2,2.4,0.1,10.8,14.8,38.4615384615385,"[0.894134, 0.841995]",1.736129
128,75,5,6.8,2,0.3,10.8,14.2,37.037037037037,"[0.897208, 0.817071, 0.674821, 0.655276, 0.647806, 0.524377]",4.216559
128,75,7,5.9,2.4,0.1,11,15.1,33.3333333333333,"[0.998285, 0.982099]",1.980384
128,75,4,5.4,2.9,0.1,10.9,15.6,40,[],0
128,75,6,4.7,1.7,0.2,10.7,13.3,40,[0.641193],0.641193
128,75,5,6.3,3.4,0.2,8.3,13.7,37.037037037037,"[0.712532, 0.899022, 0.527484, 0.95561, 0.873665]",3.968313
128,75,5,7.6,3.8,0.1,8.2,14.4,35.7142857142857,[0.693161],0.693161
128,75,7,7,1.1,0.1,7.4,9,41.6666666666667,[],0
128,75,4,7.3,1.4,0.1,8.5,10.7,41.6666666666667,[0.988006],0.988006
128,75,4,6.7,1,0.1,7.4,9.3,47.6190476190476,[],0
128,75,3,6.4,2.3,0.1,10.9,14.6,40,[],0
128,75,5,6,3.1,0.1,10.7,16,35.7142857142857,[0.516937],0.516937
128,75,5,6.1,2.5,0.3,10.8,14.9,38.4615384615385,"[0.952067, 0.79439]",1.746457
128,75,4,7.6,2.8,0.2,11,15.4,35.7142857142857,[],0
128,75,3,4.8,0.7,0.2,11.1,12.2,47.6190476190476,[0.920138],0.920138
128,75,5,6.9,2.4,0.1,10.8,15.1,33.3333333333333,[0.513269],0.513269
128,75,3,5.1,2.3,0.1,11,14.9,38.4615384615385,"[0.696112, 0.555796]",1.251908
128,75,4,5.4,1.7,0.2,8.9,11.6,43.4782608695652,[0.986336],0.986336
128,75,3,6.4,0.9,0.1,7.8,9.6,50,[0.871126],0.871126
128,75,8,7.3,3.8,0.1,10.7,17.7,28.5714285714286,"[0.658373, 0.626637]",1.28501
128,75,6,5.2,2.5,0.1,10.7,14.8,35.7142857142857,"[0.862105, 0.79976]",1.661865
128,75,5,6.6,3.5,0.1,10.7,16.4,34.4827586206897,[0.722493],0.722493
128,75,3,4.8,2,0.1,9.1,12.2,50,[0.946724],0.946724
128,75,6,4.6,0.9,0.1,7.8,9.4,47.6190476190476,[0.556225],0.556225
128,75,6,8,2.7,0.2,10.6,15,33.3333333333333,"[0.938159, 0.931982, 0.98003, 0.811245]",3.661416
128,75,4,4.5,1.5,0.3,9.2,11.5,47.6190476190476,[0.862659],0.862659
128,75,5,7.6,2.2,0.1,10.8,14.4,34.4827586206897,[],0
128,75,5,4.8,2.1,0.3,10.8,14.2,40,[],0
128,75,6,6.3,1.8,0.1,10.8,13.7,38.4615384615385,[],0
128,75,5,4.6,3.3,0.1,10.7,16.4,34.4827586206897,"[0.937492, 0.565093]",1.502585
128,75,7,6.7,2.1,0.1,10.8,14.3,32.258064516129,"[0.802329, 0.962858, 0.952171, 0.8618]",3.579158
128,75,4,4.9,1.9,0.2,10.9,14.1,41.6666666666667,[0.718338],0.718338
128,75,7,4.3,2.1,0.1,9.2,12.7,38.4615384615385,[],0
128,75,5,5.5,2.5,0.1,8.6,12.5,41.6666666666667,[],0
128,75,5,6,1.9,0.1,8.8,12,40,[0.947583],0.947583
128,75,5,7.1,3,0.1,11.3,15.9,34.4827586206897,"[0.814123, 0.558467]",1.37259
128,75,5,6.7,3,0.3,11.3,16.3,34.4827586206897,[],0
128,75,5,5.4,2.4,0.3,10.9,14.6,38.4615384615385,[],0
128,75,3,4.4,1.9,0.1,10.7,13.6,45.4545454545455,[],0
128,75,5,7.4,3.4,0.1,10.9,16.6,34.4827586206897,[],0
128,75,3,6,0.5,0.1,7.7,9,52.6315789473684,[],0
128,75,5,6.1,1.6,0.1,10.1,12.9,40,[0.775883],0.775883
128,75,6,4.9,1.5,0.1,10.9,13.1,40,[0.551418],0.551418
128,75,5,7.6,2.2,0.1,10.8,14.4,35.7142857142857,[0.622082],0.622082
128,75,4,5.8,1.6,0.1,10.8,13.2,41.6666666666667,[],0
128,75,5,6.9,3.4,0.1,10.7,16.1,34.4827586206897,[],0
128,75,3,4.7,1.6,0.1,11,13.3,47.6190476190476,[],0
128,75,4,5.5,2.9,0.1,10.8,15.5,38.4615384615385,[],0
128,75,5,7,2.7,0.1,9.2,14,38.4615384615385,[],0
128,75,6,5.8,1,0.1,7.4,9.2,45.4545454545455,"[0.600339, 0.985336]",1.585675
128,75,4,5.9,2,0.2,9.1,12.1,43.4782608695652,[0.579254],0.579254
128,75,3,6.9,0.4,0.1,7.3,8.1,50,[],0
128,75,5,4.5,1.5,0.1,9.1,11.5,43.4782608695652,[],0
128,75,7,5.7,1,0.1,7.5,9.3,43.4782608695652,[0.967409],0.967409
128,75,3,4.9,2,0.3,10.9,14.1,43.4782608695652,[],0
128,75,5,6.1,1.9,0.1,10.8,13.9,40,[],0
128,75,5,7,1.9,0.1,10.9,14,37.037037037037,[0.90899],0.90899
128,75,6,6.7,2.8,0.1,8.9,13.3,37.037037037037,[],0
128,75,5,7.1,1.4,0.1,8.4,10.9,41.6666666666667,"[0.550137, 0.533036]",1.083173
128,75,4,5.8,2.9,0.1,10.8,15.2,38.4615384615385,"[0.968322, 0.878684]",1.847006
128,75,5,5.9,2.1,0.1,10.8,14.1,40,[],0
128,75,5,7.2,2.2,0.1,11.4,14.8,37.037037037037,[],0
128,75,6,7.2,3.5,0.1,10.8,16.8,32.258064516129,"[0.928426, 0.946425]",1.874851
128,75,5,8,4,0.1,11.1,18,31.25,[0.790379],0.790379
128,75,4,6.3,3.2,0.1,10.7,15.7,35.7142857142857,[0.843851],0.843851
128,75,5,7.4,2.8,0.3,10.9,15.6,35.7142857142857,"[0.960356, 0.948731, 0.853426, 0.746362]",3.508875
128,75,2,4,1.3,0.2,11,13,50,[0.849673],0.849673
128,75,6,5.2,1.9,0.1,10.7,13.8,38.4615384615385,[],0
128,75,4,6.5,2.9,0.3,8.6,13.5,37.037037037037,"[0.904426, 0.627325, 0.940744, 0.764963, 0.731814, 0.67281, 0.504072]",5.146154
128,75,4,5.1,0.9,0.1,7.3,8.9,50,"[0.546349, 0.650883]",1.197232
128,75,5,6.1,1.3,0.1,7.5,9.9,47.6190476190476,[0.921118],0.921118
128,75,2,4.9,0.4,0,7.3,8.1,62.5,[0.807844],0.807844
128,75,4,6,1.9,0.1,11,14,41.6666666666667,[],0
128,75,3,6,2,0.1,10.8,14,40,[0.891308],0.891308
128,75,2,3.7,1,0.1,10.7,12.3,52.6315789473684,[],0
128,75,6,9.2,3.4,0.1,10.7,16.8,29.4117647058823,[0.77412],0.77412
128,75,6,6,2.6,0.1,10.9,15,33.3333333333333,"[0.971127, 0.556299, 0.555693]",2.083119
128,75,3,5.3,1.2,0.2,10.7,12.7,43.4782608695652,"[0.738067, 0.664139, 0.643351, 0.841815]",2.887372
128,75,4,5.4,2.3,0.3,10.8,14.6,40,[0.97086],0.97086
128,75,5,11,2.4,0.1,11,14,30.3030303030303,[0.781049],0.781049
128,75,5,6.2,2.4,0.2,10.9,14.8,37.037037037037,[],0
128,75,5,6.4,1.5,0.2,10.8,13.6,38.4615384615385,"[0.578728, 0.982204]",1.560932
128,75,6,6.1,3.2,0.1,10.8,15.9,33.3333333333333,[0.905294],0.905294
128,75,6,6,3.2,0.1,8.7,14,37.037037037037,"[0.986222, 0.529479, 0.940586, 0.841168, 0.839632, 0.814614]",4.951701
128,75,3,6.5,1.6,0.1,8.5,11.5,40,"[0.949969, 0.931987, 0.770365, 0.723673, 0.722178, 0.706007, 0.571018]",5.375197
128,75,6,7.5,3.2,0.1,8.6,14.5,34.4827586206897,[0.950434],0.950434
128,75,6,7.6,1.5,0.1,8.4,11.4,38.4615384615385,"[0.985722, 0.574993, 0.761278]",2.321993
128,75,5,5,1.9,0.1,9.2,12,41.6666666666667,[0.504751],0.504751
128,75,4,8.8,2.1,0.1,9.6,13.2,37.037037037037,[0.806168],0.806168
128,75,4,6.3,1.8,0.1,10.8,13.7,40,"[0.503872, 0.977838, 0.748602]",2.230312
128,75,4,6.2,2.5,0.1,10.9,14.8,40,[],0
128,75,5,6.4,3.7,0.1,8.2,13.6,38.4615384615385,[0.971507],0.971507
128,75,4,5.4,0.6,0,7.5,8.6,55.5555555555556,[],0
128,75,5,6.2,1.8,0.1,9,11.8,40,[],0
128,75,5,6.4,2.3,0.1,10.7,14.6,38.4615384615385,[],0
128,75,7,5.9,2.4,0.1,10.8,15.1,34.4827586206897,"[0.553092, 0.536667]",1.089759
128,75,4,6,2.3,0.3,11.1,15,37.037037037037,"[0.977623, 0.915037, 0.860723, 0.645716]",3.399099
128,75,5,7.4,2.4,0.3,10.9,14.6,37.037037037037,"[0.648608, 0.944789]",1.593397
128,75,4,4.2,1.8,0.1,11,13.8,43.4782608695652,[],0
128,75,6,6.1,3.2,0.1,10.8,15.9,34.4827586206897,[],0
128,75,4,6.8,2.3,0.3,8.6,12.2,43.4782608695652,[],0
128,75,5,5.4,1.6,0.1,9.8,12.6,40,[],0
128,75,5,5.7,3.3,0.3,8.1,13.3,40,[0.767732],0.767732
128,75,5,5,0.9,0.1,7.5,9,50,[0.98279],0.98279
128,75,3,5.1,1.9,0.1,11.1,13.9,43.4782608695652,[],0
128,75,5,8.7,4.6,0.1,10.7,18.3,29.4117647058823,"[0.870525, 0.673833]",1.544358
128,75,5,4.4,2.3,0.1,8.9,12.6,43.4782608695652,"[0.913814, 0.783641]",1.697455
128,75,4,6.4,1.2,0.1,7.5,9.6,47.6190476190476,[0.623132],0.623132
128,75,4,6.1,0.8,0,7.4,8.9,52.6315789473684,[],0
128,75,6,6.8,3.1,0.1,10.9,16.2,32.258064516129,"[0.921861, 0.767949, 0.675982, 0.66471, 0.629476, 0.600625, 0.527823, 0.514934]",5.30336
128,75,5,6.8,2.5,0.1,11,15.2,35.7142857142857,"[0.852567, 0.984918]",1.837485
128,75,4,6.4,2.4,0.1,8.8,12.6,40,[],0
128,75,2,5.3,0.5,0.1,7.7,8.7,58.8235294117647,[0.818094],0.818094
128,75,3,5.9,2.1,0.1,10.7,14.1,40,[],0
128,75,6,5.4,3.5,0.1,8.6,14.6,38.4615384615385,[],0
128,75,4,7.7,0.5,0,7.4,8.3,50,"[0.771484, 0.960021]",1.731505
128,75,5,4,1.4,0.1,10.7,13,43.4782608695652,"[0.931497, 0.54171]",1.473207
128,75,7,7.8,2.8,0.1,10.8,15.2,30.3030303030303,[0.820842],0.820842
128,75,5,5.1,2.5,0.1,10.9,14.9,37.037037037037,[0.53099],0.53099
128,75,5,7.2,3.3,0.1,10.8,15.8,34.4827586206897,[0.981328],0.981328
128,75,5,5.4,2.9,0.1,10.8,15.6,35.7142857142857,"[0.83016, 0.79503, 0.716752, 0.626787, 0.554582]",3.523311
128,75,5,7,2.7,0.1,10.8,15,34.4827586206897,[],0
128,75,5,7,3.1,0.1,11,16,34.4827586206897,"[0.985337, 0.87321, 0.508564]",2.367111
128,75,3,5.5,1.9,0.1,10.8,13.5,45.4545454545455,[0.94955],0.94955
128,75,4,7.6,2.8,0.3,9,13.4,38.4615384615385,"[0.93173, 0.922975, 0.852956, 0.819053, 0.525036, 0.778991]",4.830741
128,75,5,8.1,1.9,0.1,7.8,10.9,40,[],0
128,75,5,6.8,3.4,0.1,10.9,16.2,31.25,"[0.838988, 0.778723, 0.625748, 0.568555]",2.812014
128,75,5,4.6,2.6,0.2,14.8,18.4,34.4827586206897,[0.96252],0.96252
128,75,4,6,2.9,0.1,8.4,13,38.4615384615385,"[0.874245, 0.819846]",1.694091
128,75,4,6,0.9,0.1,7.3,9,50,"[0.845117, 0.956792]",1.801909
128,75,4,7.9,3.9,0.1,10.8,17.1,33.3333333333333,[0.650458],0.650458
128,75,8,5.8,2.7,0.1,10.8,15.2,32.258064516129,"[0.780891, 0.705257, 0.7051, 0.692139, 0.638303, 0.637144, 0.617831]",4.776665
128,75,4,4.1,2,0.1,10.9,13.9,43.4782608695652,"[0.70876, 0.663487]",1.372247
128,75,3,5.8,2.1,0.1,10.8,14.2,41.6666666666667,[0.921138],0.921138
128,75,7,7.7,3.2,0.1,10.8,16.3,29.4117647058823,"[0.819318, 0.611941, 0.877825, 0.861525]",3.170609
128,75,4,5.3,2.4,0.1,10.9,14.7,40,[0.798628],0.798628
128,75,7,6.2,3.1,0.1,10.7,15.8,33.3333333333333,"[0.99156, 0.952174]",1.943734
128,75,5,7.5,3.4,0.1,8.2,13.5,37.037037037037,[],0
128,75,5,6,0.9,0.1,7.4,9,50,[],0
128,75,4,6.2,3.1,0.1,10.8,15.8,37.037037037037,[0.627523],0.627523
128,75,4,5.8,2.8,0.2,10.9,15.2,40,[],0
128,75,7,5.9,2.6,0.1,10.8,15.1,34.4827586206897,"[0.962592, 0.990762]",1.953354
128,75,4,4.7,2,0.1,9.1,12.3,43.4782608695652,[0.908189],0.908189
128,75,6,7.8,1.6,0.1,9.4,12.2,37.037037037037,[],0
128,75,4,7.6,2.4,0.1,10.7,14.4,37.037037037037,[0.718926],0.718926
128,75,4,7.2,2.4,0.3,10.8,14.8,38.4615384615385,[0.970907],0.970907
128,75,6,6.6,2.2,0.1,10.7,14.4,34.4827586206897,[0.975374],0.975374
128,75,7,7.4,3.5,0.1,11,16.6,31.25,[],0
128,75,2,4.1,1.9,0.2,9,11.9,52.6315789473684,[],0
128,75,4,5.6,1.4,0.1,8.1,10.4,47.6190476190476,[0.521984],0.521984
128,75,6,8,1.2,0.1,7.6,10,41.6666666666667,[0.951173],0.951173
128,75,5,5,1.6,0.1,10.7,13,43.4782608695652,[],0
128,75,7,5.6,1,0,7.4,9.4,41.6666666666667,[0.546817],0.546817
128,75,6,7.5,2.2,0.1,10.6,14.5,34.4827586206897,[],0
128,75,5,5.3,2.3,0.1,10.9,14.7,38.4615384615385,"[0.888279, 0.962659]",1.850938
128,75,4,6.4,3.6,0.1,10.6,16.6,34.4827586206897,"[0.956944, 0.902494, 0.822818]",2.682256
128,75,5,7.2,3.6,0.1,10.7,16.8,33.3333333333333,[0.60202],0.60202
128,75,4,6.4,1.7,0.3,10.9,13.6,41.6666666666667,[0.555613],0.555613
128,75,6,6.6,2.4,0.2,14.7,18.4,31.25,[],0
128,75,4,6.9,2.1,0.2,10.7,14.1,38.4615384615385,"[0.987081, 0.609353]",1.596434
128,75,5,4.4,2.1,0.3,9.2,12.6,43.4782608695652,[],0
128,75,6,7.2,3.1,0.1,8.7,13.8,35.7142857142857,"[0.79458, 0.758649, 0.727771, 0.514357]",2.795357
128,75,7,8.1,3.1,0.1,9.3,13.9,34.4827586206897,[],0
128,75,5,6.8,1,0.1,7.5,9.2,47.6190476190476,[],0
128,75,5,5.9,2.7,0.1,8.8,13.1,38.4615384615385,"[0.847057, 0.801351, 0.68528, 0.60359, 0.595134, 0.501936, 0.69621]",4.730558
128,75,6,6.4,3.3,0.1,10.9,16.6,33.3333333333333,[],0
128,75,4,6.9,2.5,0.2,10,14.1,38.4615384615385,[0.988994],0.988994
128,75,5,6.7,1,0.1,7.7,9.3,47.6190476190476,[],0
128,75,5,8.7,3.8,0.1,10.8,17.3,32.258064516129,[],0
128,75,5,7.1,3.1,0.1,10.9,15.9,34.4827586206897,[0.98691],0.98691
128,75,4,5.7,2.6,0.1,11.1,15.3,40,[],0
128,75,7,6,2,0.1,8.9,12,37.037037037037,[0.522048],0.522048
128,75,6,6.7,2.4,0.1,10.7,14.3,35.7142857142857,[0.930782],0.930782
128,75,4,5.5,2.3,0.1,10.7,14.5,40,[0.797318],0.797318
128,75,5,7.8,4,0.1,10.8,17.2,32.258064516129,[0.507984],0.507984
128,75,5,7.8,4,0.1,8.4,15.2,32.258064516129,"[0.967016, 0.961982, 0.923357, 0.921595, 0.896451, 0.855623, 0.694143, 0.658825, 0.578936]",7.457928
128,75,9,7.8,3.8,0.1,8.1,14.2,31.25,[0.845352],0.845352
128,75,4,6.1,0.9,0.1,7.5,8.9,50,[0.780584],0.780584
128,75,4,5.4,2.2,0.1,8.9,12.6,43.4782608695652,"[0.75104, 0.833007, 0.984614]",2.568661
128,75,4,7.3,1.4,0.1,8.3,10.7,43.4782608695652,[0.979876],0.979876
128,75,5,5.3,2.1,0.1,10.7,13.7,40,[],0
128,75,5,6.1,2.6,0.1,10.8,14.9,38.4615384615385,[0.988464],0.988464
128,75,5,4.6,1.9,0.1,10.8,13.4,40,[],0
128,75,3,4.7,2.3,0.1,10.7,14.3,43.4782608695652,[0.711036],0.711036
128,75,4,6.5,2.3,0.3,10.8,14.5,38.4615384615385,"[0.787487, 0.976325]",1.763812
128,75,6,7.3,1.2,0,7.5,9.7,43.4782608695652,[],0
128,75,2,4.9,0.7,0.2,10.9,12.1,50,[],0
128,75,4,6.1,2,0.1,10.8,13.9,40,[0.830596],0.830596
128,75,4,6,2,0.1,10.8,14,40,"[0.94228, 0.92273]",1.86501
128,75,5,5.9,2.7,0.3,10.8,15.1,37.037037037037,"[0.998228, 0.99408, 0.821732]",2.81404
128,75,4,6.7,2.9,0.2,8.5,13.3,40,"[0.723828, 0.685125]",1.408953
128,75,6,6.4,2.9,0.1,10.9,15.6,34.4827586206897,[0.909318],0.909318
128,75,4,9.5,2.6,0.1,8.6,12.5,38.4615384615385,[0.947957],0.947957
128,75,4,5.8,0.5,0.1,7.3,8.2,55.5555555555556,[0.851568],0.851568
128,75,5,3.3,2.3,0.1,11,14.7,41.6666666666667,[0.985856],0.985856
128,75,4,6.4,3.5,0.1,8.3,13.6,41.6666666666667,[],0
128,75,5,5,0.8,0.1,7.5,9,50,[],0
128,75,6,7.6,3.4,0.1,10.9,16.4,32.258064516129,[0.981614],0.981614
128,75,5,5.6,2.8,0.1,10.7,15.4,37.037037037037,[],0
128,75,6,3.8,2.2,0.1,10.7,14.2,40,[],0
128,75,2,3.4,2.4,0.1,8.7,12.6,52.6315789473684,[],0
128,75,4,114,3.6,0.1,8.2,13,7.57575757575758,[],0
128,75,6,6.6,3.3,0.1,8.4,13.4,38.4615384615385,[0.797543],0.797543
128,75,4,6.9,2.7,0.1,10.7,15.1,35.7142857142857,"[0.74381, 0.885612, 0.557903]",2.187325
128,75,5,7.2,4.2,0.1,10.8,17.8,32.258064516129,[],0
128,75,6,7.7,2.7,0.1,10.9,15.3,34.4827586206897,[],0
128,75,4,4.4,2.4,0.1,8.7,12.6,43.4782608695652,[],0
128,75,5,6.7,2.9,0.1,8.7,13.3,40,[],0
128,75,7,5.1,0.8,0.1,7.5,8.9,45.4545454545455,[],0
128,75,4,5.7,2.2,0.1,10.7,14.3,40,"[0.681537, 0.994519]",1.676056
128,75,7,9,3.9,0.1,10.8,17,27.7777777777778,[0.80827],0.80827
128,75,6,5.6,3,0.2,8.6,13.4,38.4615384615385,"[0.836741, 0.544896, 0.683173, 0.561249]",2.626059
128,75,6,6.2,0.5,0,7.7,8.8,45.4545454545455,"[0.520051, 0.542672, 0.691944]",1.754667
128,75,5,6.8,3.8,0.1,10.7,17.2,33.3333333333333,[0.798237],0.798237
128,75,5,6.9,2.6,0.2,10.8,15.1,35.7142857142857,[],0
128,75,5,4.6,1.7,0.1,10.8,13.4,41.6666666666667,"[0.520485, 0.926805]",1.44729
128,75,6,7.5,2.8,0.1,10.9,15.5,33.3333333333333,"[0.942502, 0.501451]",1.443953
128,75,6,6.7,3.4,0.1,10.8,16.3,33.3333333333333,[],0
128,75,6,6.5,2.8,0.1,10.8,15.5,34.4827586206897,[0.738259],0.738259
128,75,5,4.8,2.1,0.1,11,14.2,40,[0.779],0.779
128,75,4,6.4,3,0.1,10.9,15.6,38.4615384615385,[0.752249],0.752249
128,75,7,8.2,3.3,0.1,8.4,13.8,34.4827586206897,[],0
128,75,4,5.1,1.8,0.1,10.8,13.9,41.6666666666667,[0.665833],0.665833
128,75,5,7.5,2.9,0.3,10.8,15.5,34.4827586206897,"[0.942785, 0.781654]",1.724439
128,75,6,5.9,3.8,0.1,10.8,17.1,32.258064516129,[0.933342],0.933342
128,75,6,8.7,2.4,0.1,10.8,15.3,32.258064516129,[0.868029],0.868029
128,75,4,5.8,2.7,0.3,10.7,15.2,38.4615384615385,[0.97396],0.97396
128,75,3,5.5,2.5,0.1,10.7,14.5,41.6666666666667,[],0
128,75,4,5.3,1.8,0.1,10.8,13.7,41.6666666666667,[0.697812],0.697812
128,75,5,5.7,2.2,0.1,8.8,12.3,41.6666666666667,"[0.897473, 0.636375]",1.533848
128,75,7,8.5,3.8,0.1,8,14.5,33.3333333333333,[],0
128,75,4,7.3,0.7,0.1,7.3,8.7,47.6190476190476,[0.974366],0.974366
128,75,6,7.1,1.7,0.1,10.6,13.9,37.037037037037,[],0
128,75,3,4.9,2,0.2,10.9,14.1,43.4782608695652,[],0
128,75,7,8.1,2.5,0.1,10.8,14.9,32.258064516129,[0.622782],0.622782
128,75,4,4.6,1.7,0.3,10.7,13.4,43.4782608695652,"[0.638084, 0.796266]",1.43435
128,75,6,6.3,1.9,0.1,10.7,13.7,37.037037037037,[],0
128,75,6,6.8,2.7,0.1,10.7,15.2,34.4827586206897,[],0
128,75,5,6,2.7,0.1,10.8,15,38.4615384615385,[],0
128,75,6,6.1,2.7,0.1,10.8,14.9,35.7142857142857,[0.820423],0.820423
128,75,6,7.4,3.9,0.1,8.1,14.6,34.4827586206897,[],0
128,75,5,5.6,1.2,0.1,8.3,10.4,45.4545454545455,"[0.848137, 0.900361]",1.748498
128,75,5,7.8,2.8,0.1,10.7,15.2,34.4827586206897,[],0
128,75,7,7.5,2.2,0.1,10.7,14.5,33.3333333333333,[0.92476],0.92476
128,75,4,4.4,2.3,0.1,8.9,12.6,45.4545454545455,[],0
128,75,4,4.7,0.5,0,7.3,8.3,55.5555555555556,[],0
128,75,5,8,2.6,0.1,10.8,15,33.3333333333333,"[0.590003, 0.530617]",1.12062
128,75,4,8.1,2.9,0.1,10.8,15.9,35.7142857142857,[],0
128,75,4,5.8,2.9,0.2,10.7,15.2,38.4615384615385,[0.894507],0.894507
128,75,6,9.2,2.3,0.1,7.5,11.8,35.7142857142857,[0.602334],0.602334
128,75,4,6.4,0.5,0.1,7.6,8.6,52.6315789473684,[],0
128,75,5,5.9,2,0.3,9,12.1,43.4782608695652,[],0
128,75,7,9,3.3,0.1,10.7,16,31.25,[],0
128,75,4,4.9,2.5,0.1,10.8,15.1,40,"[0.983139, 0.980792, 0.977208]",2.941139
128,75,6,9.9,2.9,0.1,10.8,16.1,30.3030303030303,[0.988793],0.988793
128,75,4,7.1,2,0.1,10.7,13.9,38.4615384615385,[0.73434],0.73434
128,75,4,7,2.1,0.1,10.7,14,40,[],0
128,75,4,5.5,2.9,0.2,10.7,15.5,38.4615384615385,[0.913521],0.913521
128,75,5,6.6,3.8,0.1,10.7,17.4,34.4827586206897,[0.775505],0.775505
128,75,5,4.3,1.8,0.1,10.9,13.7,41.6666666666667,"[0.662903, 0.989473]",1.652376
128,75,7,5.3,2.3,0.1,10.8,14.7,35.7142857142857,[0.98035],0.98035
128,75,5,7.5,3.3,0.1,10.8,16.5,33.3333333333333,"[0.679255, 0.646333, 0.54576]",1.871348
128,75,4,4.4,2.3,0.3,10.8,14.6,41.6666666666667,[0.901892],0.901892
128,75,5,6,2.5,0.3,10.8,15,37.037037037037,[0.963767],0.963767
128,75,4,6.7,1.9,0.2,11.1,14.3,40,[0.588324],0.588324
128,75,3,6,2.7,0.1,10.9,15,40,[0.513977],0.513977
128,75,3,4.8,2.3,0.1,10.7,14.2,41.6666666666667,[0.809818],0.809818
128,75,6,6,2.5,0.1,11,15,35.7142857142857,[0.688058],0.688058
128,75,4,5.1,2.2,0.1,9.2,12.9,43.4782608695652,[0.982076],0.982076
128,75,6,7.3,1.9,0.1,8.5,11.7,40,[0.979898],0.979898
128,75,4,6.9,2.7,0.1,10.8,15.1,37.037037037037,[],0
128,75,4,6.2,2,0.1,9,11.8,43.4782608695652,"[0.680152, 0.529811]",1.209963
