NN size,Encoding rate,Encoding,Network,Decoding,Rotating,yolo,Server,Frame Rate,Confidence,Cumulative Confidence
384,50,5,5.1,3.3,1.7,17.2,22.9,29.4117647058823,[],0
384,50,5,5.2,2.5,1.8,15.8,20.8,31.25,"[0.997916, 0.997282, 0.993968]",2.989166
384,50,5,7.2,1.1,0.7,15.6,17.8,33.3333333333333,"[0.574279, 0.990534]",1.564813
384,50,7,4.3,3.8,1.8,17.3,24.7,27.027027027027,"[0.859555, 0.757765, 0.757457, 0.645271, 0.559993, 0.538278, 0.533243, 0.940026]",5.591588
384,50,4,4.9,2.8,1.6,17.8,23.1,29.4117647058823,"[0.946758, 0.766232]",1.71299
384,50,6,7.9,3.6,1.7,17.4,24.1,25.6410256410256,"[0.94662, 0.961168]",1.907788
384,50,7,6.8,3,1.5,17.3,23.2,26.3157894736842,[0.991359],0.991359
384,50,4,4.9,1.8,0.9,16,19.1,34.4827586206897,[0.631303],0.631303
384,50,5,5.2,2.6,1.9,17.4,22.8,29.4117647058823,"[0.995525, 0.978212, 0.949308, 0.890509, 0.796042, 0.604542, 0.560017]",5.774155
384,50,4,17.4,7.2,2.9,17.2,28.6,19.6078431372549,"[0.891047, 0.518037, 0.85032, 0.667873, 0.988573, 0.886316, 0.680961, 0.505841]",5.988968
384,50,6,8.2,4.3,1.1,15.6,22.8,25.6410256410256,"[0.995564, 0.979588, 0.960115, 0.957084]",3.892351
384,50,5,6,1,0.9,16.8,19,32.258064516129,"[0.983294, 0.998375, 0.752476, 0.8351]",3.569245
384,50,4,4,2.3,1.7,17.3,22,32.258064516129,"[0.998883, 0.974977]",1.97386
384,50,4,7.3,5.3,2.1,17.3,25.7,27.027027027027,"[0.998682, 0.984283]",1.982965
384,50,5,5.8,2.8,1.9,17.4,23.2,28.5714285714286,[0.980441],0.980441
384,50,5,7.1,2,1.9,17.4,21.9,28.5714285714286,"[0.999151, 0.72254]",1.721691
384,50,4,7.1,3.1,1.6,15.8,21.9,28.5714285714286,"[0.861327, 0.983756, 0.864882, 0.753737, 0.521718, 0.998015, 0.993748, 0.990194, 0.635832]",7.603209
384,50,5,7,1.9,1.1,17.1,21,29.4117647058823,"[0.513612, 0.674202, 0.991892, 0.976556, 0.938799, 0.920398, 0.891853]",5.907312
384,50,5,5.1,2.4,1.9,16,20.9,32.258064516129,"[0.988778, 0.999153]",1.987931
384,50,5,5.4,0.8,0.6,15.9,17.6,35.7142857142857,"[0.967881, 0.968638, 0.717144]",2.653663
384,50,4,6.6,3.1,1.7,17.3,23.4,29.4117647058823,"[0.56501, 0.995591, 0.98904, 0.986283, 0.98022, 0.960695, 0.940525, 0.899934]",7.317298
384,50,4,7.4,4.6,2.4,17.4,25.6,27.027027027027,"[0.921134, 0.997181]",1.918315
384,50,3,6.5,4.2,1.9,16.7,23.5,28.5714285714286,"[0.993741, 0.992171, 0.917388]",2.9033
384,50,5,4.5,2.6,1.6,17.3,22.5,29.4117647058823,"[0.996124, 0.996251, 0.86035]",2.852725
384,50,5,6.2,2.3,1.5,17.4,21.8,30.3030303030303,"[0.99861, 0.997798, 0.990915, 0.976052, 0.732005]",4.69538
384,50,5,7.8,3.6,2.4,18.9,26.2,25,"[0.549025, 0.585746, 0.993012, 0.920045]",3.047828
384,50,4,6.4,3.7,1.8,17.4,24.6,27.7777777777778,"[0.996224, 0.991467, 0.797277, 0.712108, 0.70676, 0.688678, 0.677785]",5.570299
384,50,6,6.6,2.8,1.9,15.9,21.4,29.4117647058823,"[0.983849, 0.974394, 0.929129, 0.922811, 0.642278, 0.94405, 0.906251, 0.772653]",7.075415
384,50,5,7.9,1,0.8,15.9,18.1,31.25,[0.996139],0.996139
384,50,5,7.9,3.5,1.8,17.2,24.1,26.3157894736842,"[0.986854, 0.999912]",1.986766
384,50,5,8.5,2.9,1.5,15.7,21.5,27.027027027027,[0.999691],0.999691
384,50,4,4.6,0.7,0.5,15.9,17.4,38.4615384615385,"[0.999158, 0.993289, 0.601951]",2.594398
384,50,5,7,3,1.8,18,24,27.027027027027,"[0.938435, 0.656701, 0.641791, 0.573716, 0.73894]",3.549583
384,50,5,5.5,2.7,1.6,17.4,22.5,29.4117647058823,"[0.724585, 0.63929, 0.618624, 0.520917, 0.517149]",3.020565
384,50,5,8,2.5,1.5,17.3,22,28.5714285714286,"[0.995375, 0.998454, 0.984367]",2.978196
384,50,4,6.2,4.5,2.2,17.2,25.8,27.027027027027,"[0.975268, 0.965927, 0.614599]",2.555794
384,50,5,6.7,3.9,2,17.3,24.3,25.6410256410256,"[0.997121, 0.996912]",1.994033
384,50,4,7,3.7,1.6,17.3,24,27.7777777777778,[0.99944],0.99944
384,50,5,7.1,3,1.5,17.3,22.9,27.7777777777778,"[0.561347, 0.994289, 0.977978, 0.933011, 0.901579, 0.8652, 0.709484]",5.942888
384,50,5,5.3,2.6,1.8,17.3,22.7,29.4117647058823,"[0.998541, 0.963109]",1.96165
384,50,4,6.1,4.2,1.9,17.2,23.9,29.4117647058823,"[0.62009, 0.689757, 0.9976]",2.307447
384,50,4,6,3.3,1.6,15.7,22,31.25,"[0.996698, 0.895279]",1.891977
384,50,4,4.1,0.9,0.5,15.8,17.9,37.037037037037,"[0.877216, 0.998037, 0.963122, 0.672184, 0.547292]",4.057851
384,50,2,3.7,4.6,2.1,17.6,25.3,31.25,"[0.805086, 0.879942, 0.987246]",2.672274
384,50,3,5.9,6,0.6,15.4,23.1,29.4117647058823,[0.976601],0.976601
384,50,4,6.7,0.6,0.5,15.8,17.3,35.7142857142857,[0.999876],0.999876
384,50,5,6.7,3.4,1.9,17.4,24.3,26.3157894736842,"[0.990612, 0.942234, 0.650315, 0.545345, 0.905859, 0.612383, 0.998843]",5.645591
384,50,6,7.2,5.7,2,17.3,27.8,23.8095238095238,[0.998836],0.998836
384,50,6,7.1,3.1,1.6,16,21.9,27.7777777777778,"[0.944152, 0.630496, 0.969489, 0.817289, 0.75838, 0.794173, 0.958491]",5.87247
384,50,5,5.9,1.2,1,16.4,19.1,33.3333333333333,"[0.659479, 0.714149, 0.633767, 0.705264, 0.999706]",3.712365
384,50,4,6.7,3.4,1.8,17.4,24.3,27.7777777777778,"[0.967428, 0.798582]",1.76601
384,50,4,7.1,3.5,1.9,17.2,23.9,27.027027027027,"[0.994195, 0.980504, 0.934897, 0.877998, 0.708463]",4.496057
384,50,5,5,3.9,1.9,17.3,25,27.7777777777778,"[0.998821, 0.921193, 0.99966, 0.99952, 0.999443, 0.999333]",5.91797
384,50,5,6.1,5.3,2.1,17.5,25.9,26.3157894736842,"[0.83738, 0.797024, 0.776272, 0.669387, 0.607808, 0.55746]",4.245331
384,50,5,6.9,2.9,1.5,17.4,23.1,27.7777777777778,"[0.850686, 0.930213, 0.941605, 0.81467]",3.537174
384,50,6,4.9,2.4,1.7,16.1,21.1,30.3030303030303,"[0.883358, 0.999912, 0.854118]",2.737388
384,50,4,5.7,4.2,1.8,17.3,24.3,27.7777777777778,"[0.604957, 0.985743, 0.959545, 0.951871, 0.923443, 0.914941, 0.902512, 0.885048, 0.818289, 0.814183, 0.79956, 0.758809, 0.659106, 0.588851, 0.511764]",12.078622
384,50,8,6.9,4.1,1.8,17.4,25.1,25,"[0.837753, 0.841807, 0.997217, 0.985083, 0.984853, 0.975642, 0.968632, 0.965138, 0.697433]",8.253558
384,50,3,4.4,2.7,1.8,17.3,22.6,32.258064516129,[0.80859],0.80859
384,50,5,6.5,5.2,2.1,17.2,25.5,25,"[0.998154, 0.906578, 0.542552]",2.447284
384,50,3,5.2,3,1.5,17.3,22.8,31.25,"[0.553967, 0.537847, 0.510443, 0.505224, 0.99761, 0.987867, 0.986741, 0.983591, 0.969993, 0.966045, 0.946882, 0.929625, 0.871779, 0.84252]",11.590134
384,50,5,6.5,2.6,1.7,17.3,22.5,28.5714285714286,"[0.986261, 0.905718, 0.974637]",2.866616
384,50,6,5.8,3,1.7,17.4,23.2,27.027027027027,"[0.948685, 0.529355, 0.994474, 0.979029, 0.941165, 0.938279, 0.670218, 0.503071]",6.504276
384,50,6,5.4,3.5,1.6,17.3,23.6,27.7777777777778,[],0
384,50,6,6.5,2.6,1.8,17.1,22.5,27.7777777777778,"[0.96508, 0.875872, 0.823157, 0.664047, 0.948937, 0.933653, 0.841712, 0.796468, 0.651965, 0.528498]",8.029389
384,50,5,10.7,6.4,1.7,17.2,28.3,22.2222222222222,[0.997729],0.997729
384,50,4,6.7,3.4,1.6,15.8,22.3,29.4117647058823,"[0.972121, 0.955203, 0.792548, 0.557541, 0.73756, 0.999204]",5.014177
384,50,4,6,3,1.5,17.2,23,28.5714285714286,"[0.980047, 0.948834, 0.943837, 0.921851, 0.748636, 0.552715]",5.09592
384,50,6,7.7,3.1,1.5,17.4,23.3,25.6410256410256,[0.971101],0.971101
384,50,2,4.5,4.5,2.2,17.2,24.5,32.258064516129,"[0.991051, 0.930849, 0.869529, 0.833439, 0.804595, 0.798601, 0.751721, 0.741828, 0.696851, 0.674155, 0.638192, 0.592326, 0.582034, 0.524534]",10.429705
384,50,7,9,4,1.5,18.2,25,23.2558139534884,"[0.852855, 0.730756]",1.583611
384,50,5,7.8,4.6,1.6,17.3,25.2,25,[0.967745],0.967745
384,50,5,5.2,3.2,1.7,16.4,22.8,29.4117647058823,[0.998037],0.998037
384,50,4,6.5,3.9,2.5,17.3,24.5,27.7777777777778,"[0.950225, 0.940175]",1.8904
384,50,5,4.5,2.6,1.7,17.3,22.5,30.3030303030303,"[0.701521, 0.870129, 0.51693, 0.573918, 0.568137, 0.988601, 0.761998, 0.582321]",5.563555
384,50,5,7.5,4.2,1.9,17,24.5,26.3157894736842,"[0.996762, 0.81105, 0.988523]",2.796335
384,50,5,7,2.1,1.7,17.3,22,28.5714285714286,"[0.992813, 0.531343, 0.986198, 0.984548, 0.953998, 0.718498, 0.518877]",5.686275
384,50,5,7.8,2.5,1.5,17.4,22.2,28.5714285714286,"[0.994664, 0.967999]",1.962663
384,50,4,5.4,2.4,1.8,17.8,22.6,30.3030303030303,"[0.976374, 0.94068, 0.907165, 0.886726, 0.881964, 0.718602, 0.606403, 0.596935, 0.57861, 0.555843, 0.9834, 0.97081]",9.603512
384,50,4,7.4,2.6,1.7,17.4,22.6,28.5714285714286,"[0.85186, 0.947322]",1.799182
384,50,4,5.4,4.3,2.2,17.4,24.6,28.5714285714286,"[0.926603, 0.953065, 0.889066]",2.768734
384,50,5,4.5,2.6,1.9,17.1,22.5,30.3030303030303,"[0.990623, 0.989206, 0.98345, 0.97892, 0.600698]",4.542897
384,50,3,4.5,2.1,1.6,17.3,21.5,33.3333333333333,"[0.990416, 0.999057, 0.997557, 0.99296, 0.804749]",4.784739
384,50,4,5.1,2.3,1.4,17.3,21.9,31.25,[],0
384,50,4,6.7,3.1,1.5,17.3,23.3,28.5714285714286,"[0.864597, 0.519404, 0.526134, 0.950998, 0.991903, 0.998014]",4.85105
384,50,5,6.1,2.6,1.7,17.3,22.9,27.7777777777778,"[0.998637, 0.985447]",1.984084
384,50,6,7.2,3,1.6,17.3,22.8,27.027027027027,"[0.891513, 0.998996, 0.995983, 0.812608]",3.6991
384,50,4,5.8,3.5,2.1,17.3,24.2,27.7777777777778,[],0
384,50,5,4.3,2.1,1.5,17.4,21.7,32.258064516129,[0.614293],0.614293
384,50,4,7.1,4.2,1.8,17.2,23.9,27.7777777777778,"[0.986534, 0.948458, 0.53703, 0.998097, 0.971259, 0.836926, 0.760079]",6.038383
384,50,5,6.9,3,1.6,17.4,23.1,28.5714285714286,"[0.989502, 0.937897, 0.899636]",2.827035
384,50,6,6.5,3.3,1.9,17.2,23.5,27.027027027027,"[0.65158, 0.887229, 0.675759, 0.763197, 0.999615]",3.97738
384,50,4,7.6,2.2,1.6,15.8,20.4,29.4117647058823,"[0.9292, 0.964905]",1.894105
384,50,4,5.1,1.2,0.7,15.8,17.9,37.037037037037,"[0.649571, 0.508979, 0.521613, 0.992586, 0.85195]",3.524699
384,50,3,5,2.9,1.8,17.4,23,32.258064516129,"[0.996775, 0.987579, 0.917167, 0.729709, 0.720759]",4.351989
384,50,6,8.6,7.1,3.4,17.4,29.4,22.2222222222222,"[0.960853, 0.754827, 0.633006, 0.543276, 0.509104, 0.851285, 0.800245, 0.821079, 0.891827, 0.989025, 0.881065, 0.996871, 0.563323]",10.195786
384,50,5,7,0.9,0.7,16.1,18,33.3333333333333,"[0.512821, 0.964388, 0.99304, 0.963854, 0.931387]",4.36549
384,50,4,5,4.8,1.9,17.3,25,27.7777777777778,"[0.995709, 0.973156]",1.968865
384,50,5,7.9,3.3,1.7,19.1,25.1,26.3157894736842,[0.982872],0.982872
384,50,5,8.8,3.8,1.9,16.9,24.2,24.390243902439,"[0.907746, 0.888319, 0.997292]",2.793357
384,50,6,5.1,7.1,2.6,17.9,29.9,24.390243902439,"[0.966696, 0.963352]",1.930048
384,50,4,5.8,1.4,1,17.2,20.2,33.3333333333333,[0.997739],0.997739
384,50,5,5.4,2,1.7,17.2,21.6,31.25,"[0.991581, 0.616266, 0.97867, 0.804286, 0.994072]",4.384875
384,50,7,8.1,3.9,1.8,17.3,24.9,23.8095238095238,[],0
384,50,4,6.1,2.5,1.8,19.7,24.9,25.6410256410256,"[0.985364, 0.904488]",1.889852
384,50,4,7.5,5.6,2.4,17.2,26.5,24.390243902439,"[0.990732, 0.91448, 0.778397, 0.995196, 0.991385]",4.67019
384,50,5,5.5,2.6,1.6,17.2,22.5,29.4117647058823,"[0.996654, 0.639332, 0.999354]",2.63534
384,50,4,5.8,2.3,1.7,17.6,22.2,30.3030303030303,"[0.662241, 0.963727, 0.953827, 0.931579, 0.863425, 0.786457, 0.69875, 0.69043, 0.658569, 0.610165, 0.571501, 0.564578, 0.545561, 0.544362, 0.512124]",10.557296
384,50,6,4.7,3.5,1.6,17.2,23.3,28.5714285714286,[0.500553],0.500553
384,50,6,6.8,5.7,0.6,15.6,23.2,27.027027027027,"[0.778406, 0.99777, 0.997675, 0.996162, 0.996035, 0.995489, 0.981929, 0.973758, 0.972992, 0.970418, 0.790355]",10.450989
384,50,5,6.1,0.9,0.7,15.8,17.9,34.4827586206897,"[0.970209, 0.999795]",1.970004
384,50,4,7.1,4.8,2.1,17.3,24.9,26.3157894736842,"[0.874519, 0.929484]",1.804003
384,50,5,6.4,3.1,1.8,17.5,23.6,28.5714285714286,[0.991487],0.991487
384,50,4,5.5,2.9,1.6,17.2,22.5,30.3030303030303,"[0.929759, 0.996877, 0.993225, 0.991864, 0.989541]",4.901266
384,50,4,6.2,3.8,1.4,17.2,23.8,28.5714285714286,"[0.938595, 0.846633, 0.668157, 0.733773, 0.98829]",4.175448
384,50,8,7.1,3,1.7,16,21.9,26.3157894736842,"[0.989872, 0.985167, 0.942395, 0.931301, 0.872078, 0.829149]",5.549962
384,50,4,6.9,1.7,0.9,16.8,20.1,31.25,[0.99306],0.99306
384,50,3,6.6,2.9,1.8,15.8,21.4,32.258064516129,"[0.52593, 0.907866]",1.433796
384,50,5,6.5,0.8,0.6,15.7,17.5,33.3333333333333,"[0.990026, 0.912034, 0.880995]",2.783055
384,50,5,3.9,3.4,1.7,15.7,22.1,31.25,"[0.92465, 0.690141]",1.614791
384,50,5,4.1,0.5,0.5,15.6,16.9,37.037037037037,"[0.982128, 0.995189]",1.977317
384,50,4,5.1,2.9,1.6,17.2,22.9,30.3030303030303,"[0.979208, 0.900012, 0.907994]",2.787214
384,50,4,6.8,3.1,1.4,17.3,23.2,27.7777777777778,"[0.997126, 0.97799]",1.975116
384,50,5,7.8,4.3,1.6,15.4,22.2,27.7777777777778,"[0.870225, 0.519985, 0.515926, 0.997234]",2.90337
384,50,5,7.9,1.8,0.9,16.6,20.1,30.3030303030303,"[0.95714, 0.960905, 0.999927]",2.917972
384,50,5,6.8,3.2,1.6,17.3,23.2,27.7777777777778,"[0.546012, 0.981141, 0.905657]",2.43281
384,50,5,7.5,2.6,1.9,17,22.5,27.7777777777778,"[0.932579, 0.999403]",1.931982
384,50,4,5.4,2,1.7,17.3,21.6,31.25,"[0.988509, 0.62902, 0.998879]",2.616408
384,50,6,7.4,2.7,1.6,17.3,22.6,27.7777777777778,[0.995623],0.995623
384,50,5,7,3,1.6,17.3,23,28.5714285714286,"[0.695678, 0.964033]",1.659711
384,50,4,6.5,2.3,1.6,15.9,20.5,30.3030303030303,"[0.902162, 0.739962, 0.7501, 0.507395, 0.737431]",3.63705
384,50,5,8.6,1.4,0.7,16.4,19.4,28.5714285714286,"[0.964476, 0.993092, 0.979266, 0.977257, 0.976238, 0.972876, 0.950988, 0.923595, 0.644999, 0.627995, 0.553436, 0.55244]",10.116658
384,50,5,7,3.1,1.5,17.3,23,28.5714285714286,"[0.908436, 0.997717, 0.955024, 0.940938, 0.927588, 0.920581, 0.833137, 0.684112, 0.671142, 0.654087]",8.492762
384,50,4,7.4,2.6,1.8,17.3,22.6,28.5714285714286,"[0.780927, 0.604258, 0.649775, 0.998403, 0.997974, 0.997686, 0.997311, 0.989696, 0.988849, 0.986239, 0.972196, 0.971067, 0.97056, 0.928586]",12.833527
384,50,5,4.7,2.6,1.5,17.4,22.3,31.25,[0.815746],0.815746
384,50,7,5.7,2.5,1.7,17.4,22.3,27.7777777777778,"[0.993088, 0.995499, 0.994286, 0.976322, 0.854494]",4.813689
384,50,4,6.7,2.4,1.6,17.3,22.3,29.4117647058823,"[0.981977, 0.923157, 0.856991, 0.792436, 0.629968]",4.184529
384,50,5,6.8,3.4,2.2,17.3,24.2,27.027027027027,[0.716327],0.716327
384,50,4,7.2,3.9,1.6,17.4,24.8,26.3157894736842,"[0.980027, 0.98102]",1.961047
384,50,6,7.6,3.4,1.8,15.9,22.4,27.027027027027,"[0.736709, 0.620652, 0.895952, 0.997175]",3.250488
384,50,3,5.7,1,0.6,15.6,17.3,37.037037037037,"[0.959887, 0.995153, 0.942918]",2.897958
384,50,6,4,2.4,1.7,17.4,22,31.25,"[0.562205, 0.978535, 0.759253, 0.650581, 0.608856, 0.604542, 0.951809, 0.887669, 0.800309, 0.776177]",7.579936
384,50,4,7.5,4.3,2.1,17.2,24.5,27.027027027027,"[0.515349, 0.729528, 0.820329, 0.8807]",2.945906
384,50,5,7.5,2.8,1.5,17.3,22.5,27.7777777777778,"[0.938874, 0.92229, 0.637902, 0.517122, 0.840697, 0.818047, 0.627856, 0.58212]",5.884908
384,50,4,5.2,1.8,1.5,15.9,19.8,33.3333333333333,"[0.869473, 0.76056, 0.975755, 0.991764]",3.597552
384,50,4,5.1,2.6,1.3,15.9,20.9,32.258064516129,[0.988188],0.988188
384,50,4,5.1,1.2,0.7,16.4,18.9,34.4827586206897,"[0.721169, 0.765908, 0.996903, 0.860917, 0.992083, 0.878752, 0.623347]",5.839079
384,50,7,5.4,3.5,1.9,15.7,22.6,28.5714285714286,"[0.999411, 0.998764, 0.981766, 0.976463, 0.660542, 0.543671]",5.160617
384,50,4,6.9,0.9,0.7,15.9,18.1,34.4827586206897,"[0.836228, 0.997807, 0.974358, 0.957074, 0.948566, 0.900658, 0.744628, 0.743006, 0.516035]",7.61836
384,50,4,6.4,3.5,1.5,17.2,23.6,28.5714285714286,"[0.9893, 0.970792]",1.960092
384,50,5,10,3.6,1.5,17.2,24,25,"[0.63657, 0.989893, 0.834667]",2.46113
384,50,5,6.1,1.9,1.6,15.8,19.9,32.258064516129,[0.984622],0.984622
384,50,5,5.7,0.7,0.5,15.7,17.3,35.7142857142857,"[0.843822, 0.967161, 0.994392, 0.759255]",3.56463
384,50,5,6,3.1,1.8,16,22,30.3030303030303,[],0
384,50,6,5.1,5.3,1.7,17.5,26.9,25.6410256410256,"[0.972831, 0.701699]",1.67453
384,50,4,4.7,4.1,2.2,17.2,24.3,30.3030303030303,"[0.995863, 0.979092]",1.974955
384,50,4,6.9,2.5,1.6,17.2,22.1,28.5714285714286,"[0.762523, 0.747825]",1.510348
384,50,7,3.9,2.2,1.6,17.4,22.1,27.7777777777778,"[0.999374, 0.999891, 0.999249]",2.998514
384,50,5,6.1,2.6,2.1,17.3,22.9,27.7777777777778,[0.966199],0.966199
384,50,6,6.5,3.2,1.6,15.9,22.5,27.7777777777778,"[0.71194, 0.969464, 0.929311, 0.87519]",3.485905
384,50,4,6.6,2.5,1.5,17.4,22.4,30.3030303030303,[0.999372],0.999372
384,50,8,6.2,3.5,1.6,17.1,23.8,25,"[0.504663, 0.911635]",1.416298
384,50,5,4.3,2.7,1.7,17.3,22.7,30.3030303030303,"[0.997839, 0.992978]",1.990817
384,50,4,5.6,3.6,1.8,17.4,23.4,29.4117647058823,"[0.997144, 0.524893]",1.522037
384,50,7,6.5,4.5,2.3,17.3,26.5,24.390243902439,[0.996006],0.996006
384,50,6,4.5,2.5,1.8,17.3,22.5,28.5714285714286,"[0.753551, 0.524415, 0.982494, 0.953239]",3.213699
384,50,5,6.3,3.8,1.5,15.7,22.7,29.4117647058823,[0.99924],0.99924
384,50,6,4.9,0.7,0.5,15.6,17.1,35.7142857142857,"[0.9528, 0.958472, 0.952226, 0.938469, 0.91202, 0.902947, 0.880733, 0.872004, 0.818332, 0.675116, 0.609824]",9.472943
384,50,5,5.5,3.2,1.7,17.2,23.5,28.5714285714286,"[0.57555, 0.917544, 0.856079, 0.537478, 0.587962, 0.527673, 0.977473, 0.893741, 0.999203]",6.872703
384,50,5,4.6,2.5,1.6,17.3,22.4,30.3030303030303,[0.997493],0.997493
384,50,5,4.9,3.1,1.6,17.3,23.1,29.4117647058823,"[0.995507, 0.961606]",1.957113
384,50,4,7.5,4.2,1.7,17.3,24.5,26.3157894736842,"[0.870572, 0.867346, 0.999212, 0.983852, 0.9634, 0.932477, 0.889206, 0.806044, 0.754607, 0.619704, 0.596075, 0.59091, 0.567297, 0.559954]",11.000656
384,50,5,7.1,3.6,1.6,17.2,23.9,27.7777777777778,"[0.737737, 0.999917, 0.995854, 0.989193, 0.70782]",4.430521
384,50,5,6.3,3.2,1.8,17.5,23.7,27.7777777777778,"[0.633167, 0.524733, 0.992041, 0.773658, 0.99573, 0.857257]",4.776586
384,50,6,6.4,3.2,2,17.3,23.6,27.027027027027,[0.996212],0.996212
384,50,5,5.9,2.8,1.4,17.4,23.1,28.5714285714286,"[0.976402, 0.898172, 0.895436, 0.862537, 0.833244, 0.8325, 0.790484, 0.732373, 0.698139, 0.681157]",8.200444
384,50,4,4.5,2,1.6,17.2,21.5,31.25,[0.998937],0.998937
384,50,5,7.6,2.5,1.6,17.4,22.4,27.7777777777778,[0.998429],0.998429
384,50,5,5.9,3.1,1.5,17.3,23.1,29.4117647058823,[0.999783],0.999783
384,50,4,5.4,5,1.9,17.3,25.6,28.5714285714286,"[0.779464, 0.768269, 0.757891]",2.305624
384,50,6,7,3.3,1.8,17.7,24,26.3157894736842,[0.998087],0.998087
384,50,4,5.6,2.4,1.2,17.7,22.4,30.3030303030303,[0.973441],0.973441
384,50,5,6.2,2.2,1.3,17.4,21.8,29.4117647058823,[0.732564],0.732564
384,50,5,6.5,3.1,1.8,17.2,23.5,27.7777777777778,"[0.995656, 0.986882, 0.961763, 0.940846]",3.885147
384,50,4,8.1,4.7,2.1,17.3,24.9,27.027027027027,"[0.997548, 0.732744, 0.610098]",2.34039
384,50,5,7.9,4.6,0.8,15.6,23.1,27.7777777777778,"[0.987715, 0.983637, 0.96589, 0.854454]",3.791696
384,50,6,6.6,0.9,0.7,15.5,17.4,33.3333333333333,"[0.996773, 0.990122]",1.986895
384,50,3,4.2,0.7,0.5,16.1,17.8,38.4615384615385,"[0.974953, 0.998244, 0.996957]",2.970154
384,50,5,7.8,3.6,1.8,17.3,24.2,25.6410256410256,[],0
384,50,5,4.7,3.3,1.5,17.2,23.3,29.4117647058823,"[0.983925, 0.971308, 0.967591, 0.961769, 0.94804, 0.943423, 0.886949, 0.884057, 0.684821, 0.629757, 0.938091]",9.799731
384,50,5,4.7,2.5,1.7,17.3,22.3,31.25,"[0.933502, 0.925855, 0.874647, 0.546281, 0.991335]",4.27162
384,50,5,5.1,2.3,1.6,17.2,21.9,31.25,"[0.999293, 0.507605]",1.506898
384,50,5,7.4,3,1.6,17.3,22.6,27.7777777777778,"[0.527967, 0.998435, 0.989215, 0.938163]",3.45378
384,50,7,7.4,3.2,2.2,17.3,23.6,25.6410256410256,"[0.939487, 0.959851]",1.899338
384,50,6,5.2,3.2,1.7,17.5,23.8,27.7777777777778,[],0
384,50,3,5.8,2.2,1.7,17.6,22.2,31.25,[0.988361],0.988361
384,50,4,7,3.9,1.8,15.8,23,29.4117647058823,[],0
384,50,6,6.7,1.5,0.8,16.3,19.3,30.3030303030303,"[0.982301, 0.971819, 0.997215, 0.995371, 0.992809]",4.939515
384,50,5,7.2,3,1.6,17.3,22.8,28.5714285714286,"[0.912858, 0.86705, 0.721647, 0.982723, 0.978375, 0.969909]",5.432562
384,50,4,5.1,2.6,1.4,16,20.9,33.3333333333333,"[0.999084, 0.643153]",1.642237
384,50,6,5.1,0.8,0.6,15.9,17.9,34.4827586206897,[],0
384,50,4,7.9,0.6,0.3,15.4,17.1,33.3333333333333,"[0.999295, 0.997815]",1.99711
384,50,4,6.6,1,0.5,16.3,18.4,33.3333333333333,[0.99599],0.99599
384,50,5,6.7,6.8,3,17.3,28.3,24.390243902439,"[0.533108, 0.99271, 0.99986, 0.998489]",3.524167
384,50,5,6.5,2.6,2,17.3,22.5,28.5714285714286,"[0.535666, 0.927043]",1.462709
384,50,5,6.9,3,1.8,17.2,23.1,27.7777777777778,[0.988861],0.988861
384,50,3,3.8,2.4,1.9,17.2,22.2,33.3333333333333,[0.998966],0.998966
384,50,4,6,3,1.5,17.3,23,28.5714285714286,"[0.603333, 0.990115]",1.593448
384,50,4,4.9,4.6,1.2,15.7,22.1,32.258064516129,[0.912332],0.912332
384,50,5,9,4.6,1.8,17.3,26,24.390243902439,[0.927744],0.927744
384,50,4,5.8,2.4,1.6,17.5,22.2,29.4117647058823,"[0.988944, 0.640459, 0.999257, 0.722114]",3.350774
384,50,4,6.5,3.2,1.9,15.5,21.5,29.4117647058823,"[0.97518, 0.899459, 0.841113, 0.81255, 0.707813, 0.688656, 0.590561, 0.579671, 0.571736, 0.989742]",7.656481
384,50,4,5.6,3.1,1.8,17.4,23.4,29.4117647058823,"[0.819549, 0.632061, 0.999249, 0.99905, 0.998945]",4.448854
384,50,5,5.1,2.3,1.8,17.2,21.9,31.25,"[0.684122, 0.515994, 0.505886]",1.706002
384,50,4,5.7,2.5,1.6,17.3,22.3,30.3030303030303,[],0
384,50,5,6.7,1.3,0.8,15.6,18.3,32.258064516129,"[0.79487, 0.985911, 0.938657, 0.935714, 0.907857, 0.653094]",5.216103
384,50,5,7.9,2.3,1.4,17.2,22.1,27.027027027027,"[0.745118, 0.822448, 0.998967]",2.566533
384,50,5,6.2,4.7,0.9,15.5,22.8,29.4117647058823,"[0.999112, 0.980403, 0.924593, 0.739805, 0.618239]",4.262152
384,50,5,3.5,4.5,2.1,17.3,24.5,29.4117647058823,[0.918742],0.918742
384,50,4,6,3.3,1.9,15.7,22,31.25,"[0.999612, 0.999317]",1.998929
384,50,5,9.6,1.1,0.6,15.9,18.4,29.4117647058823,[0.926225],0.926225
384,50,4,4.3,2.1,1.8,17.3,21.7,32.258064516129,"[0.979998, 0.999199]",1.979197
384,50,3,4.4,4.4,1.9,17.4,24.6,29.4117647058823,"[0.523153, 0.986545]",1.509698
384,50,5,4.6,4,1.5,17.3,24.4,27.7777777777778,"[0.986747, 0.991385, 0.990382]",2.968514
384,50,4,7.1,2.3,1.7,17.3,21.9,30.3030303030303,"[0.985812, 0.936444, 0.91179, 0.84727, 0.713284, 0.661428, 0.586612, 0.800716, 0.770798, 0.992663, 0.984292]",9.191109
